tenure,MonthlyCharges,TotalCharges,Revenue at Risk,Churn Probability,Risk Category,Actual Churn
1,69.8,69.8,69.8,1.0,High Risk,1
2,24.9,49.7,0.0,0.0,Low Risk,0
30,110.45,3327.05,0.0,0.0,Low Risk,0
7,90.45,593.45,90.45,1.0,High Risk,1
26,19.4,525.55,0.0,0.0,Low Risk,0
20,50.0,1003.05,0.0,0.0,Low Risk,0
72,26.0,1776.0,0.0,0.0,Low Risk,0
13,55.95,734.35,55.95,1.0,High Risk,1
70,84.6,5706.2,0.0,0.0,Low Risk,0
3,29.75,96.85,0.0,0.0,Low Risk,0
2,76.5,162.45,76.5,1.0,High Risk,1
72,115.75,8443.7,0.0,0.0,Low Risk,0
33,83.85,2716.3,83.85,1.0,High Risk,1
15,74.4,1074.3,74.4,1.0,High Risk,1
1,29.15,29.15,0.0,0.0,Low Risk,0
55,98.8,5617.75,98.8,1.0,High Risk,1
5,64.4,316.9,0.0,0.0,Low Risk,0
3,79.65,251.75,79.65,1.0,High Risk,1
65,89.85,5844.65,0.0,0.0,Low Risk,0
39,59.8,2343.85,0.0,0.0,Low Risk,0
70,25.15,1940.85,0.0,0.0,Low Risk,0
34,116.25,3899.05,0.0,0.0,Low Risk,0
30,49.9,1441.95,0.0,0.0,Low Risk,0
12,49.85,617.15,0.0,0.0,Low Risk,0
9,20.1,190.25,0.0,0.0,Low Risk,0
49,56.3,2780.6,0.0,0.0,Low Risk,0
7,44.25,313.45,0.0,0.0,Low Risk,0
38,83.45,3147.15,0.0,0.0,Low Risk,0
63,109.2,7049.75,0.0,0.0,Low Risk,0
1,71.65,71.65,71.65,1.0,High Risk,1
30,89.9,2723.15,0.0,0.0,Low Risk,0
23,73.75,1756.6,0.0,0.0,Low Risk,0
57,69.75,3894.4,0.0,0.0,Low Risk,0
70,75.65,5411.4,0.0,0.0,Low Risk,0
71,106.7,7382.25,0.0,0.0,Low Risk,0
20,49.6,939.8,0.0,0.0,Low Risk,0
72,25.2,1787.35,0.0,0.0,Low Risk,0
22,69.7,1490.4,0.0,0.0,Low Risk,0
15,26.35,378.6,0.0,0.0,Low Risk,0
9,48.75,442.2,48.75,1.0,High Risk,1
38,105.0,4026.4,105.0,1.0,High Risk,1
7,29.8,220.45,0.0,0.0,Low Risk,0
26,73.05,1959.5,0.0,0.0,Low Risk,0
56,60.25,3282.75,0.0,0.0,Low Risk,0
49,20.05,923.1,0.0,0.0,Low Risk,0
3,70.25,229.7,0.0,0.0,Low Risk,0
1,74.4,74.4,74.4,1.0,High Risk,1
70,19.55,1462.05,0.0,0.0,Low Risk,0
23,55.8,1327.85,0.0,0.0,Low Risk,0
65,59.6,3739.8,0.0,0.0,Low Risk,0
69,108.4,7318.2,108.4,1.0,High Risk,1
1,55.4,55.4,55.4,1.0,High Risk,1
24,90.35,2238.5,90.35,1.0,High Risk,1
25,95.15,2395.7,0.0,0.0,Low Risk,0
17,19.9,323.15,0.0,0.0,Low Risk,0
32,70.5,2201.75,0.0,0.0,Low Risk,0
68,19.95,1377.7,0.0,0.0,Low Risk,0
70,20.15,1411.2,0.0,0.0,Low Risk,0
54,105.2,5637.85,0.0,0.0,Low Risk,0
15,19.4,289.3,19.4,1.0,High Risk,1
71,66.85,4748.7,0.0,0.0,Low Risk,0
70,19.85,1433.8,0.0,0.0,Low Risk,0
53,95.85,5016.25,0.0,0.0,Low Risk,0
2,80.15,194.55,0.0,0.0,Low Risk,0
59,79.2,4590.35,0.0,0.0,Low Risk,0
22,84.15,1821.95,0.0,0.0,Low Risk,0
22,75.8,1615.1,0.0,0.0,Low Risk,0
57,49.9,2782.4,0.0,0.0,Low Risk,0
1,71.35,71.35,71.35,1.0,High Risk,1
10,102.1,1068.85,102.1,1.0,High Risk,1
55,51.65,2838.55,0.0,0.0,Low Risk,0
43,24.45,993.15,0.0,0.0,Low Risk,0
18,48.35,810.7,48.35,1.0,High Risk,1
2,80.55,188.1,0.0,0.0,Low Risk,0
52,25.05,1270.25,0.0,0.0,Low Risk,0
60,61.35,3766.2,0.0,0.0,Low Risk,0
59,83.25,4949.1,0.0,0.0,Low Risk,0
69,104.0,7028.5,0.0,0.0,Low Risk,0
14,100.55,1415.55,100.55,1.0,High Risk,1
43,60.4,2640.55,0.0,0.0,Low Risk,0
12,19.4,198.1,0.0,0.0,Low Risk,0
8,19.5,162.15,0.0,0.0,Low Risk,0
3,69.15,235.0,0.0,0.0,Low Risk,0
58,105.05,6004.85,0.0,0.0,Low Risk,0
13,63.15,816.8,0.0,0.0,Low Risk,0
23,20.15,405.6,0.0,0.0,Low Risk,0
17,78.9,1348.95,0.0,0.0,Low Risk,0
52,109.3,5731.4,0.0,0.0,Low Risk,0
32,78.9,2447.95,78.9,1.0,High Risk,1
36,34.85,1267.2,0.0,0.0,Low Risk,0
67,25.1,1672.15,0.0,0.0,Low Risk,0
29,103.95,2964.8,0.0,0.0,Low Risk,0
65,111.05,7107.0,0.0,0.0,Low Risk,0
41,83.75,3273.55,83.75,1.0,High Risk,1
60,65.85,3928.3,0.0,0.0,Low Risk,0
53,19.85,1049.6,0.0,0.0,Low Risk,0
68,24.95,1614.9,0.0,0.0,Low Risk,0
2,74.7,165.4,74.7,1.0,High Risk,1
61,33.6,2117.2,0.0,0.0,Low Risk,0
41,20.0,879.8,0.0,0.0,Low Risk,0
69,74.1,5031.0,0.0,0.0,Low Risk,0
35,76.05,2747.2,0.0,0.0,Low Risk,0
7,51.0,354.05,51.0,1.0,High Risk,1
50,25.2,1306.3,0.0,0.0,Low Risk,0
36,63.7,2188.5,0.0,0.0,Low Risk,0
48,100.05,4834.0,0.0,0.0,Low Risk,0
71,81.85,5924.4,0.0,0.0,Low Risk,0
65,109.05,7108.2,0.0,0.0,Low Risk,0
23,93.5,2341.55,0.0,0.0,Low Risk,0
66,63.85,4174.35,0.0,0.0,Low Risk,0
5,25.05,125.5,0.0,0.0,Low Risk,0
72,112.9,8061.5,0.0,0.0,Low Risk,0
2,20.35,45.3,0.0,0.0,Low Risk,0
12,19.45,246.25,0.0,0.0,Low Risk,0
3,91.85,257.05,91.85,1.0,High Risk,1
72,88.6,6201.95,0.0,0.0,Low Risk,0
18,59.1,1011.05,0.0,0.0,Low Risk,0
39,53.85,2200.7,0.0,0.0,Low Risk,0
26,85.8,2193.65,0.0,0.0,Low Risk,0
72,64.75,4804.75,0.0,0.0,Low Risk,0
3,23.6,89.05,0.0,0.0,Low Risk,0
1,59.85,59.85,59.85,1.0,High Risk,1
34,87.45,2874.15,87.45,1.0,High Risk,1
11,76.4,838.7,0.0,0.0,Low Risk,0
66,19.7,1253.8,0.0,0.0,Low Risk,0
2,80.6,155.8,80.6,1.0,High Risk,1
8,66.05,574.5,0.0,0.0,Low Risk,0
33,70.4,2406.1,0.0,0.0,Low Risk,0
72,25.65,1887.0,0.0,0.0,Low Risk,0
58,59.9,3505.1,0.0,0.0,Low Risk,0
30,83.55,2570.2,0.0,0.0,Low Risk,0
5,24.95,100.4,24.95,1.0,High Risk,1
46,110.2,4972.1,0.0,0.0,Low Risk,0
4,70.5,294.2,0.0,0.0,Low Risk,0
40,65.1,2586.0,0.0,0.0,Low Risk,0
72,84.3,5997.1,0.0,0.0,Low Risk,0
49,99.8,4872.45,99.8,1.0,High Risk,1
1,54.9,54.9,54.9,1.0,High Risk,1
52,85.35,4338.6,85.35,1.0,High Risk,1
72,20.1,1326.25,0.0,0.0,Low Risk,0
28,39.1,1096.6,0.0,0.0,Low Risk,0
33,91.25,2964.05,0.0,0.0,Low Risk,0
10,73.55,693.3,0.0,0.0,Low Risk,0
16,93.2,1573.7,93.2,1.0,High Risk,1
22,69.5,1498.2,69.5,1.0,High Risk,1
58,24.7,1519.0,0.0,0.0,Low Risk,0
72,109.75,7758.9,0.0,0.0,Low Risk,0
10,54.5,568.2,0.0,0.0,Low Risk,0
5,19.65,92.05,0.0,0.0,Low Risk,0
2,70.7,141.45,70.7,1.0,High Risk,1
2,70.95,137.95,70.95,1.0,High Risk,1
2,54.35,117.05,0.0,0.0,Low Risk,0
53,104.05,5566.4,0.0,0.0,Low Risk,0
25,88.95,2291.2,88.95,1.0,High Risk,1
64,113.35,7222.75,0.0,0.0,Low Risk,0
2,45.55,84.4,0.0,0.0,Low Risk,0
16,69.1,1083.7,0.0,0.0,Low Risk,0
39,47.85,1886.4,0.0,0.0,Low Risk,0
35,25.6,901.25,0.0,0.0,Low Risk,0
31,76.05,2227.8,0.0,0.0,Low Risk,0
5,54.2,308.25,54.2,1.0,High Risk,1
72,111.65,8022.85,0.0,0.0,Low Risk,0
2,90.75,174.75,0.0,0.0,Low Risk,0
61,89.65,5308.7,0.0,0.0,Low Risk,0
31,65.25,1994.3,65.25,1.0,High Risk,1
2,40.4,77.15,40.4,1.0,High Risk,1
1,20.75,20.75,0.0,0.0,Low Risk,0
1,20.35,20.35,0.0,0.0,Low Risk,0
59,20.2,1192.3,0.0,0.0,Low Risk,0
1,95.65,95.65,95.65,1.0,High Risk,1
9,45.15,416.45,45.15,1.0,High Risk,1
14,91.65,1301.0,91.65,1.0,High Risk,1
12,86.55,1066.9,0.0,0.0,Low Risk,0
47,74.45,3510.3,0.0,0.0,Low Risk,0
7,48.8,349.8,0.0,0.0,Low Risk,0
28,90.45,2509.25,0.0,0.0,Low Risk,0
70,19.8,1378.75,0.0,0.0,Low Risk,0
26,19.65,494.9,0.0,0.0,Low Risk,0
61,99.15,6010.05,99.15,1.0,High Risk,1
70,101.75,7069.3,0.0,0.0,Low Risk,0
1,19.5,19.5,0.0,0.0,Low Risk,0
37,96.55,3580.3,96.55,1.0,High Risk,1
60,90.95,5453.4,90.95,1.0,High Risk,1
71,105.1,7548.1,105.1,1.0,High Risk,1
31,101.4,3143.65,0.0,0.0,Low Risk,0
14,19.75,309.35,0.0,0.0,Low Risk,0
50,103.4,5236.4,0.0,0.0,Low Risk,0
1,19.75,19.75,0.0,0.0,Low Risk,0
41,99.8,4259.3,99.8,1.0,High Risk,1
30,50.4,1527.5,50.4,1.0,High Risk,1
64,24.4,1548.65,0.0,0.0,Low Risk,0
7,64.2,475.0,0.0,0.0,Low Risk,0
1,74.6,74.6,0.0,0.0,Low Risk,0
51,83.85,4307.1,0.0,0.0,Low Risk,0
50,80.05,4042.2,0.0,0.0,Low Risk,0
44,20.5,865.05,0.0,0.0,Low Risk,0
65,105.05,6744.25,0.0,0.0,Low Risk,0
1,25.7,25.7,25.7,1.0,High Risk,1
2,45.0,96.45,45.0,1.0,High Risk,1
48,102.5,4904.25,0.0,0.0,Low Risk,0
6,109.9,669.45,109.9,1.0,High Risk,1
35,62.1,2096.1,0.0,0.0,Low Risk,0
22,50.35,1098.85,0.0,0.0,Low Risk,0
72,60.95,4549.05,0.0,0.0,Low Risk,0
55,76.25,4154.55,0.0,0.0,Low Risk,0
69,106.35,7261.75,0.0,0.0,Low Risk,0
72,73.45,5329.0,0.0,0.0,Low Risk,0
1,91.3,91.3,91.3,1.0,High Risk,1
26,105.45,2715.3,0.0,0.0,Low Risk,0
23,20.9,454.0,0.0,0.0,Low Risk,0
2,20.35,35.1,0.0,0.0,Low Risk,0
2,76.4,151.8,76.4,1.0,High Risk,1
40,103.75,4188.4,0.0,0.0,Low Risk,0
1,94.6,94.6,94.6,1.0,High Risk,1
27,75.2,1929.35,75.2,1.0,High Risk,1
9,65.0,663.05,65.0,1.0,High Risk,1
50,88.05,4367.35,88.05,1.0,High Risk,1
46,20.2,845.6,0.0,0.0,Low Risk,0
15,25.2,387.9,0.0,0.0,Low Risk,0
23,78.55,1843.05,0.0,0.0,Low Risk,0
2,59.0,114.15,0.0,0.0,Low Risk,0
18,90.7,1597.25,90.7,1.0,High Risk,1
70,75.5,5212.65,0.0,0.0,Low Risk,0
9,48.6,422.3,0.0,0.0,Low Risk,0
30,67.6,2000.2,0.0,0.0,Low Risk,0
15,75.1,1151.55,0.0,0.0,Low Risk,0
39,90.7,3413.25,0.0,0.0,Low Risk,0
12,49.4,611.65,0.0,0.0,Low Risk,0
19,89.95,1682.4,0.0,0.0,Low Risk,0
24,54.8,1291.3,0.0,0.0,Low Risk,0
67,102.95,6886.25,102.95,1.0,High Risk,1
69,60.05,4176.7,0.0,0.0,Low Risk,0
55,85.1,4600.95,0.0,0.0,Low Risk,0
52,63.25,3342.45,0.0,0.0,Low Risk,0
17,94.4,1617.5,94.4,1.0,High Risk,1
19,48.8,953.65,0.0,0.0,Low Risk,0
39,75.25,3017.65,75.25,1.0,High Risk,1
40,61.9,2647.1,0.0,0.0,Low Risk,0
26,20.9,518.3,0.0,0.0,Low Risk,0
1,19.9,19.9,0.0,0.0,Low Risk,0
18,78.55,1422.65,78.55,1.0,High Risk,1
15,75.3,1147.45,75.3,1.0,High Risk,1
2,20.45,42.45,0.0,0.0,Low Risk,0
1,79.35,79.35,79.35,1.0,High Risk,1
23,95.3,2192.9,0.0,0.0,Low Risk,0
72,66.85,4758.8,0.0,0.0,Low Risk,0
2,20.3,41.2,0.0,0.0,Low Risk,0
70,88.55,6306.5,0.0,0.0,Low Risk,0
46,19.95,927.1,0.0,0.0,Low Risk,0
36,19.55,620.75,0.0,0.0,Low Risk,0
72,110.15,7881.2,0.0,0.0,Low Risk,0
6,48.8,297.35,0.0,0.0,Low Risk,0
4,20.4,94.5,0.0,0.0,Low Risk,0
1,85.45,85.45,85.45,1.0,High Risk,1
1,83.4,83.4,0.0,0.0,Low Risk,0
13,100.35,1358.85,100.35,1.0,High Risk,1
64,47.85,3147.5,47.85,1.0,High Risk,1
8,44.55,343.45,0.0,0.0,Low Risk,0
72,112.25,8041.65,0.0,0.0,Low Risk,0
1,75.45,75.45,75.45,1.0,High Risk,1
4,100.85,399.25,0.0,0.0,Low Risk,0
1,49.85,49.85,0.0,0.0,Low Risk,0
62,24.25,1424.6,0.0,0.0,Low Risk,0
34,96.35,3190.25,0.0,0.0,Low Risk,0
1,44.4,44.4,44.4,1.0,High Risk,1
24,101.05,2391.8,101.05,1.0,High Risk,1
72,105.25,7609.75,0.0,0.0,Low Risk,0
1,19.95,19.95,0.0,0.0,Low Risk,0
63,103.5,6479.4,0.0,0.0,Low Risk,0
66,109.25,7082.5,0.0,0.0,Low Risk,0
61,79.8,4914.8,0.0,0.0,Low Risk,0
67,19.95,1311.75,0.0,0.0,Low Risk,0
12,95.5,1115.15,95.5,1.0,High Risk,1
19,34.95,610.2,0.0,0.0,Low Risk,0
67,20.5,1430.95,0.0,0.0,Low Risk,0
13,80.0,1029.35,0.0,0.0,Low Risk,0
1,45.15,45.15,0.0,0.0,Low Risk,0
3,84.75,264.85,84.75,1.0,High Risk,1
3,20.05,75.45,0.0,0.0,Low Risk,0
17,104.2,1743.5,104.2,1.0,High Risk,1
52,53.75,2790.65,0.0,0.0,Low Risk,0
51,19.4,997.75,0.0,0.0,Low Risk,0
5,84.85,415.55,84.85,1.0,High Risk,1
29,35.65,1025.15,0.0,0.0,Low Risk,0
1,20.15,20.15,20.15,1.0,High Risk,1
1,20.15,20.15,20.15,1.0,High Risk,1
42,94.45,3923.8,0.0,0.0,Low Risk,0
1,19.65,19.65,0.0,0.0,Low Risk,0
16,88.45,1422.1,88.45,1.0,High Risk,1
11,45.2,492.0,0.0,0.0,Low Risk,0
26,93.85,2381.55,93.85,1.0,High Risk,1
54,61.0,3283.05,0.0,0.0,Low Risk,0
30,94.05,2866.45,94.05,1.0,High Risk,1
66,79.4,5154.6,79.4,1.0,High Risk,1
72,108.65,7726.35,0.0,0.0,Low Risk,0
12,24.0,269.65,0.0,0.0,Low Risk,0
19,106.6,1934.45,106.6,1.0,High Risk,1
9,68.95,593.85,0.0,0.0,Low Risk,0
0,73.35,0.0,0.0,0.0,Low Risk,0
66,25.45,1699.15,0.0,0.0,Low Risk,0
10,34.55,362.6,0.0,0.0,Low Risk,0
56,24.45,1385.85,0.0,0.0,Low Risk,0
67,19.25,1372.9,0.0,0.0,Low Risk,0
64,60.05,3845.45,0.0,0.0,Low Risk,0
64,81.3,5129.3,0.0,0.0,Low Risk,0
13,70.45,849.1,0.0,0.0,Low Risk,0
5,96.1,453.4,96.1,1.0,High Risk,1
4,35.0,135.75,0.0,0.0,Low Risk,0
45,20.0,886.4,0.0,0.0,Low Risk,0
18,94.75,1691.9,0.0,0.0,Low Risk,0
3,57.55,161.45,0.0,0.0,Low Risk,0
1,20.6,20.6,20.6,1.0,High Risk,1
29,45.9,1332.4,0.0,0.0,Low Risk,0
69,24.6,1678.05,0.0,0.0,Low Risk,0
21,99.85,1992.55,0.0,0.0,Low Risk,0
20,44.35,927.15,0.0,0.0,Low Risk,0
72,110.3,7966.9,0.0,0.0,Low Risk,0
7,24.35,150.85,0.0,0.0,Low Risk,0
5,20.05,95.55,0.0,0.0,Low Risk,0
6,50.35,314.55,0.0,0.0,Low Risk,0
13,66.4,831.75,0.0,0.0,Low Risk,0
1,20.05,20.05,0.0,0.0,Low Risk,0
3,79.1,246.5,79.1,1.0,High Risk,1
7,96.2,639.7,0.0,0.0,Low Risk,0
6,84.85,523.5,84.85,1.0,High Risk,1
1,20.0,20.0,20.0,1.0,High Risk,1
11,20.05,237.7,0.0,0.0,Low Risk,0
63,99.9,6137.0,99.9,1.0,High Risk,1
3,75.05,202.9,0.0,0.0,Low Risk,0
6,19.15,124.4,0.0,0.0,Low Risk,0
70,69.2,4872.35,0.0,0.0,Low Risk,0
37,90.35,3419.3,0.0,0.0,Low Risk,0
38,20.2,735.9,0.0,0.0,Low Risk,0
29,58.55,1718.95,0.0,0.0,Low Risk,0
9,19.9,164.6,0.0,0.0,Low Risk,0
23,20.75,485.2,0.0,0.0,Low Risk,0
20,90.8,1951.0,90.8,1.0,High Risk,1
70,24.05,1764.75,0.0,0.0,Low Risk,0
70,101.0,7085.5,0.0,0.0,Low Risk,0
5,84.7,392.5,0.0,0.0,Low Risk,0
72,80.85,5727.45,0.0,0.0,Low Risk,0
72,55.65,3880.05,0.0,0.0,Low Risk,0
4,94.9,360.55,0.0,0.0,Low Risk,0
7,20.05,164.85,20.05,1.0,High Risk,1
23,81.85,1810.85,0.0,0.0,Low Risk,0
11,64.9,716.1,0.0,0.0,Low Risk,0
23,20.0,445.3,0.0,0.0,Low Risk,0
12,54.3,654.5,0.0,0.0,Low Risk,0
49,93.65,4520.15,0.0,0.0,Low Risk,0
14,85.15,1139.2,85.15,1.0,High Risk,1
56,36.1,1971.5,0.0,0.0,Low Risk,0
3,19.9,45.75,0.0,0.0,Low Risk,0
69,110.5,7455.45,0.0,0.0,Low Risk,0
6,80.8,457.1,0.0,0.0,Low Risk,0
49,20.7,1032.05,0.0,0.0,Low Risk,0
18,94.7,1687.95,94.7,1.0,High Risk,1
1,69.5,69.5,69.5,1.0,High Risk,1
3,35.2,108.95,35.2,1.0,High Risk,1
2,85.85,167.3,85.85,1.0,High Risk,1
54,19.65,1008.7,0.0,0.0,Low Risk,0
24,51.1,1269.6,0.0,0.0,Low Risk,0
54,60.0,3273.95,0.0,0.0,Low Risk,0
15,19.75,311.6,0.0,0.0,Low Risk,0
45,81.65,3618.7,0.0,0.0,Low Risk,0
46,38.25,1755.35,0.0,0.0,Low Risk,0
12,54.2,690.5,0.0,0.0,Low Risk,0
71,76.05,5436.45,0.0,0.0,Low Risk,0
13,31.65,389.95,0.0,0.0,Low Risk,0
1,73.0,73.0,73.0,1.0,High Risk,1
58,91.55,5511.65,0.0,0.0,Low Risk,0
7,75.1,552.95,75.1,1.0,High Risk,1
48,23.55,1173.35,0.0,0.0,Low Risk,0
71,97.65,6687.85,0.0,0.0,Low Risk,0
9,20.4,184.1,0.0,0.0,Low Risk,0
18,55.95,1082.8,0.0,0.0,Low Risk,0
1,20.2,20.2,0.0,0.0,Low Risk,0
67,20.05,1263.05,0.0,0.0,Low Risk,0
1,85.0,85.0,0.0,0.0,Low Risk,0
56,98.0,5270.6,0.0,0.0,Low Risk,0
54,46.2,2431.95,0.0,0.0,Low Risk,0
14,19.7,263.65,0.0,0.0,Low Risk,0
14,46.35,672.7,0.0,0.0,Low Risk,0
54,69.9,3883.3,0.0,0.0,Low Risk,0
72,68.15,4808.7,0.0,0.0,Low Risk,0
17,56.1,946.95,0.0,0.0,Low Risk,0
1,20.0,20.0,0.0,0.0,Low Risk,0
30,85.0,2624.25,85.0,1.0,High Risk,1
50,20.15,970.85,0.0,0.0,Low Risk,0
3,19.95,58.3,0.0,0.0,Low Risk,0
12,74.15,741.4,0.0,0.0,Low Risk,0
13,81.15,952.3,81.15,1.0,High Risk,1
25,69.3,1813.1,0.0,0.0,Low Risk,0
2,90.4,168.2,90.4,1.0,High Risk,1
36,70.7,2511.95,0.0,0.0,Low Risk,0
3,50.25,152.3,0.0,0.0,Low Risk,0
66,63.85,4264.6,0.0,0.0,Low Risk,0
15,101.1,1504.05,101.1,1.0,High Risk,1
61,73.8,4616.05,0.0,0.0,Low Risk,0
70,114.95,7711.25,0.0,0.0,Low Risk,0
35,39.85,1434.6,0.0,0.0,Low Risk,0
1,48.6,48.6,48.6,1.0,High Risk,1
48,20.65,1057.0,0.0,0.0,Low Risk,0
70,40.05,2799.75,0.0,0.0,Low Risk,0
12,105.3,1275.65,0.0,0.0,Low Risk,0
61,114.1,7132.15,0.0,0.0,Low Risk,0
38,84.25,3264.5,84.25,1.0,High Risk,1
1,71.35,71.35,71.35,1.0,High Risk,1
56,65.2,3512.15,0.0,0.0,Low Risk,0
5,85.4,425.9,85.4,1.0,High Risk,1
11,45.9,521.9,0.0,0.0,Low Risk,0
59,106.15,6256.2,0.0,0.0,Low Risk,0
1,45.4,45.4,0.0,0.0,Low Risk,0
72,104.15,7689.95,104.15,1.0,High Risk,1
22,20.15,419.9,0.0,0.0,Low Risk,0
17,44.6,681.4,0.0,0.0,Low Risk,0
50,44.45,2188.45,0.0,0.0,Low Risk,0
8,66.65,520.95,0.0,0.0,Low Risk,0
56,59.8,3457.45,0.0,0.0,Low Risk,0
3,80.3,250.05,80.3,1.0,High Risk,1
40,20.4,745.3,0.0,0.0,Low Risk,0
67,101.4,6841.05,0.0,0.0,Low Risk,0
4,91.65,365.4,91.65,1.0,High Risk,1
67,20.85,1327.4,0.0,0.0,Low Risk,0
4,50.3,217.1,0.0,0.0,Low Risk,0
61,24.1,1551.6,0.0,0.0,Low Risk,0
69,26.3,1763.55,0.0,0.0,Low Risk,0
49,20.15,973.35,0.0,0.0,Low Risk,0
49,85.3,4297.95,0.0,0.0,Low Risk,0
35,113.2,3914.05,0.0,0.0,Low Risk,0
69,24.45,1718.2,0.0,0.0,Low Risk,0
60,59.85,3483.45,0.0,0.0,Low Risk,0
1,40.1,40.1,40.1,1.0,High Risk,1
17,55.85,937.5,55.85,1.0,High Risk,1
1,44.55,44.55,0.0,0.0,Low Risk,0
5,20.55,99.45,0.0,0.0,Low Risk,0
13,20.4,261.3,0.0,0.0,Low Risk,0
4,74.35,265.35,74.35,1.0,High Risk,1
53,78.75,3942.45,0.0,0.0,Low Risk,0
72,64.45,4528.0,0.0,0.0,Low Risk,0
24,20.75,487.05,0.0,0.0,Low Risk,0
19,24.7,465.85,0.0,0.0,Low Risk,0
1,19.85,19.85,0.0,0.0,Low Risk,0
5,75.6,402.5,0.0,0.0,Low Risk,0
71,86.7,6179.35,0.0,0.0,Low Risk,0
72,89.05,6254.45,0.0,0.0,Low Risk,0
42,59.65,2536.55,0.0,0.0,Low Risk,0
14,55.5,767.55,0.0,0.0,Low Risk,0
1,51.25,51.25,0.0,0.0,Low Risk,0
2,70.65,142.35,70.65,1.0,High Risk,1
72,92.45,6440.25,92.45,1.0,High Risk,1
13,88.35,1222.8,88.35,1.0,High Risk,1
18,77.8,1358.6,0.0,0.0,Low Risk,0
45,96.75,4442.75,0.0,0.0,Low Risk,0
55,100.15,5409.75,0.0,0.0,Low Risk,0
1,50.05,50.05,0.0,0.0,Low Risk,0
1,21.1,21.1,0.0,0.0,Low Risk,0
65,24.8,1600.95,0.0,0.0,Low Risk,0
46,69.1,3168.0,0.0,0.0,Low Risk,0
21,20.75,452.2,0.0,0.0,Low Risk,0
24,101.25,2440.15,101.25,1.0,High Risk,1
34,61.25,1993.2,0.0,0.0,Low Risk,0
13,74.65,966.25,0.0,0.0,Low Risk,0
48,69.7,3023.65,0.0,0.0,Low Risk,0
56,106.8,5914.4,0.0,0.0,Low Risk,0
42,100.4,4303.65,0.0,0.0,Low Risk,0
4,54.7,235.05,0.0,0.0,Low Risk,0
65,55.15,3673.15,0.0,0.0,Low Risk,0
3,25.0,78.25,0.0,0.0,Low Risk,0
70,80.6,5460.2,0.0,0.0,Low Risk,0
1,88.8,88.8,88.8,1.0,High Risk,1
66,54.8,3465.7,0.0,0.0,Low Risk,0
