tenure,MonthlyCharges,TotalCharges,Revenue at Risk,Churn Probability,Risk Category,Actual Churn
19,55.0,1046.5,55.0,1.0,High Risk,1
70,24.25,1724.15,0.0,0.0,Low Risk,0
41,99.65,4220.35,0.0,0.0,Low Risk,0
45,109.75,4900.65,0.0,0.0,Low Risk,0
49,20.45,900.9,0.0,0.0,Low Risk,0
22,90.5,1910.6,90.5,1.0,High Risk,1
56,99.75,5608.4,0.0,0.0,Low Risk,0
15,55.7,899.8,55.7,1.0,High Risk,1
67,100.25,6689.0,0.0,0.0,Low Risk,0
1,19.65,19.65,0.0,0.0,Low Risk,0
38,101.15,3741.85,0.0,0.0,Low Risk,0
52,74.0,3877.65,0.0,0.0,Low Risk,0
34,20.1,682.1,0.0,0.0,Low Risk,0
69,19.9,1356.7,0.0,0.0,Low Risk,0
4,101.7,364.55,101.7,1.0,High Risk,1
63,58.55,3503.5,0.0,0.0,Low Risk,0
24,19.75,483.15,0.0,0.0,Low Risk,0
62,90.7,5586.45,0.0,0.0,Low Risk,0
36,19.25,679.8,0.0,0.0,Low Risk,0
38,68.15,2656.3,0.0,0.0,Low Risk,0
47,80.35,3825.85,80.35,1.0,High Risk,1
38,79.45,3013.05,79.45,1.0,High Risk,1
42,92.15,3875.4,0.0,0.0,Low Risk,0
42,25.25,1108.2,0.0,0.0,Low Risk,0
3,75.3,244.1,0.0,0.0,Low Risk,0
8,100.3,832.35,100.3,1.0,High Risk,1
9,84.4,732.5,84.4,1.0,High Risk,1
58,68.4,3972.25,0.0,0.0,Low Risk,0
21,60.05,1236.15,60.05,1.0,High Risk,1
10,20.9,247.0,0.0,0.0,Low Risk,0
70,98.9,6838.6,0.0,0.0,Low Risk,0
26,75.0,1908.35,0.0,0.0,Low Risk,0
36,96.5,3436.1,96.5,1.0,High Risk,1
72,67.8,4804.65,0.0,0.0,Low Risk,0
9,74.25,639.65,74.25,1.0,High Risk,1
15,100.15,1415.0,0.0,0.0,Low Risk,0
63,83.0,5243.05,0.0,0.0,Low Risk,0
4,63.75,226.2,0.0,0.0,Low Risk,0
25,20.6,541.5,0.0,0.0,Low Risk,0
46,19.6,851.2,0.0,0.0,Low Risk,0
44,104.15,4495.65,0.0,0.0,Low Risk,0
12,20.45,255.35,0.0,0.0,Low Risk,0
1,44.8,44.8,0.0,0.0,Low Risk,0
1,48.55,48.55,48.55,1.0,High Risk,1
20,61.6,1174.35,61.6,1.0,High Risk,1
72,117.5,8670.1,0.0,0.0,Low Risk,0
53,60.45,3184.25,60.45,1.0,High Risk,1
52,19.2,1054.75,0.0,0.0,Low Risk,0
2,74.2,140.1,0.0,0.0,Low Risk,0
50,93.5,4747.5,0.0,0.0,Low Risk,0
17,69.0,1149.65,69.0,1.0,High Risk,1
51,29.45,1459.35,0.0,0.0,Low Risk,0
16,78.75,1218.25,0.0,0.0,Low Risk,0
18,95.05,1679.4,0.0,0.0,Low Risk,0
71,85.45,6300.85,0.0,0.0,Low Risk,0
68,44.8,2983.65,0.0,0.0,Low Risk,0
1,74.7,74.7,0.0,0.0,Low Risk,0
25,18.7,383.65,0.0,0.0,Low Risk,0
24,93.15,2231.05,93.15,1.0,High Risk,1
14,50.75,712.75,50.75,1.0,High Risk,1
55,59.2,3175.85,0.0,0.0,Low Risk,0
25,61.05,1540.2,0.0,0.0,Low Risk,0
10,60.2,563.5,0.0,0.0,Low Risk,0
61,103.9,6449.15,0.0,0.0,Low Risk,0
6,59.15,336.7,0.0,0.0,Low Risk,0
13,19.95,243.65,0.0,0.0,Low Risk,0
2,19.3,44.4,0.0,0.0,Low Risk,0
1,45.0,45.0,0.0,0.0,Low Risk,0
2,70.35,139.25,0.0,0.0,Low Risk,0
49,96.2,4718.25,96.2,1.0,High Risk,1
1,45.3,45.3,45.3,1.0,High Risk,1
37,94.3,3460.95,0.0,0.0,Low Risk,0
40,20.15,777.35,0.0,0.0,Low Risk,0
23,94.75,2293.6,94.75,1.0,High Risk,1
66,108.1,7238.6,0.0,0.0,Low Risk,0
17,92.55,1515.1,92.55,1.0,High Risk,1
9,85.05,746.5,85.05,1.0,High Risk,1
39,101.25,3949.15,0.0,0.0,Low Risk,0
23,40.1,857.75,0.0,0.0,Low Risk,0
50,20.15,989.05,0.0,0.0,Low Risk,0
3,97.9,315.3,97.9,1.0,High Risk,1
61,19.45,1336.35,0.0,0.0,Low Risk,0
24,88.95,2072.75,0.0,0.0,Low Risk,0
14,84.8,1203.9,0.0,0.0,Low Risk,0
52,25.75,1345.85,0.0,0.0,Low Risk,0
15,84.3,1308.4,84.3,1.0,High Risk,1
33,59.4,1952.8,0.0,0.0,Low Risk,0
69,95.35,6382.0,0.0,0.0,Low Risk,0
61,88.1,5526.75,0.0,0.0,Low Risk,0
71,116.05,8297.5,0.0,0.0,Low Risk,0
53,90.8,4921.2,0.0,0.0,Low Risk,0
42,55.65,2421.75,0.0,0.0,Low Risk,0
36,79.2,2854.95,0.0,0.0,Low Risk,0
25,105.5,2686.05,0.0,0.0,Low Risk,0
8,20.7,137.6,0.0,0.0,Low Risk,0
16,95.6,1555.65,95.6,1.0,High Risk,1
12,89.75,1052.4,89.75,1.0,High Risk,1
28,104.8,3046.05,104.8,1.0,High Risk,1
7,94.1,701.3,0.0,0.0,Low Risk,0
32,104.9,3351.55,104.9,1.0,High Risk,1
1,78.65,78.65,78.65,1.0,High Risk,1
8,30.45,226.45,30.45,1.0,High Risk,1
63,103.4,6603.0,103.4,1.0,High Risk,1
1,34.7,34.7,34.7,1.0,High Risk,1
60,102.5,6157.6,0.0,0.0,Low Risk,0
16,86.25,1340.1,0.0,0.0,Low Risk,0
71,92.0,6585.2,0.0,0.0,Low Risk,0
40,85.05,3355.65,0.0,0.0,Low Risk,0
18,99.75,1836.25,99.75,1.0,High Risk,1
5,78.75,426.35,0.0,0.0,Low Risk,0
33,79.0,2576.8,0.0,0.0,Low Risk,0
13,19.75,246.7,0.0,0.0,Low Risk,0
40,50.25,2023.55,0.0,0.0,Low Risk,0
67,116.1,7839.85,0.0,0.0,Low Risk,0
16,50.15,762.25,50.15,1.0,High Risk,1
59,66.4,3958.2,0.0,0.0,Low Risk,0
8,69.95,562.7,0.0,0.0,Low Risk,0
24,24.1,587.4,0.0,0.0,Low Risk,0
7,20.25,144.35,0.0,0.0,Low Risk,0
72,24.1,1734.65,0.0,0.0,Low Risk,0
44,88.15,3973.2,0.0,0.0,Low Risk,0
38,74.95,2869.85,74.95,1.0,High Risk,1
4,55.9,238.5,0.0,0.0,Low Risk,0
2,53.45,119.5,0.0,0.0,Low Risk,0
70,49.85,3370.2,0.0,0.0,Low Risk,0
33,90.65,2989.6,0.0,0.0,Low Risk,0
1,24.9,24.9,0.0,0.0,Low Risk,0
39,35.55,1309.15,0.0,0.0,Low Risk,0
55,116.5,6382.55,0.0,0.0,Low Risk,0
52,68.75,3482.85,0.0,0.0,Low Risk,0
30,51.2,1561.5,51.2,1.0,High Risk,1
60,99.0,6017.9,0.0,0.0,Low Risk,0
50,54.9,2614.1,0.0,0.0,Low Risk,0
32,109.55,3608.0,0.0,0.0,Low Risk,0
51,106.8,5498.8,0.0,0.0,Low Risk,0
1,74.3,74.3,0.0,0.0,Low Risk,0
69,25.6,1673.4,0.0,0.0,Low Risk,0
42,94.2,4186.3,94.2,1.0,High Risk,1
14,46.35,667.7,46.35,1.0,High Risk,1
52,25.6,1334.5,0.0,0.0,Low Risk,0
62,107.6,6912.7,0.0,0.0,Low Risk,0
72,19.55,1463.45,0.0,0.0,Low Risk,0
32,96.2,3183.4,96.2,1.0,High Risk,1
1,69.65,69.65,69.65,1.0,High Risk,1
72,78.5,5602.25,0.0,0.0,Low Risk,0
1,45.1,45.1,45.1,1.0,High Risk,1
1,25.75,25.75,0.0,0.0,Low Risk,0
5,104.1,541.9,104.1,1.0,High Risk,1
63,104.75,6536.5,0.0,0.0,Low Risk,0
67,81.35,5398.6,0.0,0.0,Low Risk,0
40,96.35,3915.4,0.0,0.0,Low Risk,0
65,93.55,6069.25,0.0,0.0,Low Risk,0
16,19.7,301.55,0.0,0.0,Low Risk,0
46,69.1,3255.35,0.0,0.0,Low Risk,0
11,35.65,425.1,0.0,0.0,Low Risk,0
49,99.4,5025.0,0.0,0.0,Low Risk,0
68,54.4,3723.65,0.0,0.0,Low Risk,0
10,19.3,185.2,0.0,0.0,Low Risk,0
2,83.8,163.7,0.0,0.0,Low Risk,0
5,68.95,351.5,0.0,0.0,Low Risk,0
53,62.85,3419.5,0.0,0.0,Low Risk,0
54,110.45,6077.75,0.0,0.0,Low Risk,0
4,45.3,196.95,45.3,1.0,High Risk,1
15,75.65,1146.65,75.65,1.0,High Risk,1
10,19.85,193.05,0.0,0.0,Low Risk,0
3,55.3,196.15,55.3,1.0,High Risk,1
71,24.75,1836.9,0.0,0.0,Low Risk,0
8,54.75,445.85,0.0,0.0,Low Risk,0
1,94.0,94.0,94.0,1.0,High Risk,1
64,110.3,6997.3,0.0,0.0,Low Risk,0
57,18.8,1094.35,0.0,0.0,Low Risk,0
1,100.8,100.8,100.8,1.0,High Risk,1
20,60.0,1259.35,0.0,0.0,Low Risk,0
26,66.05,1652.4,0.0,0.0,Low Risk,0
2,79.75,159.4,79.75,1.0,High Risk,1
32,94.8,3131.55,0.0,0.0,Low Risk,0
5,25.45,134.75,0.0,0.0,Low Risk,0
70,111.15,7737.55,0.0,0.0,Low Risk,0
31,55.25,1715.65,55.25,1.0,High Risk,1
7,59.5,415.95,59.5,1.0,High Risk,1
1,25.35,25.35,0.0,0.0,Low Risk,0
20,98.55,1842.8,98.55,1.0,High Risk,1
35,61.2,2021.2,0.0,0.0,Low Risk,0
6,60.9,414.1,0.0,0.0,Low Risk,0
72,74.55,5430.65,0.0,0.0,Low Risk,0
13,19.65,244.8,0.0,0.0,Low Risk,0
4,48.75,179.85,0.0,0.0,Low Risk,0
63,19.15,1177.05,0.0,0.0,Low Risk,0
69,84.7,5878.9,0.0,0.0,Low Risk,0
3,34.25,139.35,34.25,1.0,High Risk,1
71,80.7,5676.0,0.0,0.0,Low Risk,0
15,19.45,340.85,0.0,0.0,Low Risk,0
30,19.7,599.25,0.0,0.0,Low Risk,0
23,83.2,2032.3,0.0,0.0,Low Risk,0
9,19.85,183.15,0.0,0.0,Low Risk,0
35,19.15,638.0,0.0,0.0,Low Risk,0
6,54.85,355.1,0.0,0.0,Low Risk,0
1,75.05,75.05,75.05,1.0,High Risk,1
72,25.1,1857.85,0.0,0.0,Low Risk,0
45,84.35,3858.05,0.0,0.0,Low Risk,0
7,89.75,608.8,89.75,1.0,High Risk,1
70,48.4,3442.8,0.0,0.0,Low Risk,0
53,19.9,1110.05,0.0,0.0,Low Risk,0
4,51.75,201.1,51.75,1.0,High Risk,1
72,92.4,6786.1,0.0,0.0,Low Risk,0
72,45.25,3139.8,0.0,0.0,Low Risk,0
17,94.8,1563.9,0.0,0.0,Low Risk,0
7,69.85,515.45,0.0,0.0,Low Risk,0
11,20.1,221.35,20.1,1.0,High Risk,1
2,74.9,147.15,74.9,1.0,High Risk,1
72,109.9,7624.2,0.0,0.0,Low Risk,0
11,78.0,851.8,0.0,0.0,Low Risk,0
5,91.4,449.75,91.4,1.0,High Risk,1
4,74.95,308.7,74.95,1.0,High Risk,1
30,50.0,1474.9,0.0,0.0,Low Risk,0
11,20.9,202.3,0.0,0.0,Low Risk,0
17,49.8,836.35,0.0,0.0,Low Risk,0
34,56.25,1765.95,0.0,0.0,Low Risk,0
2,30.4,78.65,30.4,1.0,High Risk,1
55,19.1,1001.5,0.0,0.0,Low Risk,0
5,59.9,287.85,0.0,0.0,Low Risk,0
11,20.0,196.35,0.0,0.0,Low Risk,0
1,79.6,79.6,79.6,1.0,High Risk,1
70,19.45,1303.5,0.0,0.0,Low Risk,0
2,74.85,156.4,74.85,1.0,High Risk,1
7,73.85,511.25,73.85,1.0,High Risk,1
35,20.2,684.4,0.0,0.0,Low Risk,0
58,71.1,4299.2,0.0,0.0,Low Risk,0
72,109.2,7711.45,0.0,0.0,Low Risk,0
68,62.65,4375.8,0.0,0.0,Low Risk,0
26,59.45,1507.0,0.0,0.0,Low Risk,0
12,45.05,523.1,0.0,0.0,Low Risk,0
25,60.35,1404.65,0.0,0.0,Low Risk,0
72,114.95,8196.4,0.0,0.0,Low Risk,0
70,114.6,7882.5,0.0,0.0,Low Risk,0
1,50.15,50.15,50.15,1.0,High Risk,1
26,86.65,2208.75,0.0,0.0,Low Risk,0
2,65.7,134.35,65.7,1.0,High Risk,1
28,19.9,543.0,0.0,0.0,Low Risk,0
6,19.85,119.3,0.0,0.0,Low Risk,0
58,59.75,3624.35,0.0,0.0,Low Risk,0
29,45.0,1228.65,0.0,0.0,Low Risk,0
16,71.4,1212.1,0.0,0.0,Low Risk,0
43,101.0,4388.4,101.0,1.0,High Risk,1
52,75.4,3865.45,0.0,0.0,Low Risk,0
72,118.75,8672.45,0.0,0.0,Low Risk,0
71,19.45,1378.45,0.0,0.0,Low Risk,0
65,20.4,1414.45,0.0,0.0,Low Risk,0
49,84.5,3906.7,0.0,0.0,Low Risk,0
52,83.8,4331.4,0.0,0.0,Low Risk,0
2,20.35,33.2,20.35,1.0,High Risk,1
71,109.3,7782.85,0.0,0.0,Low Risk,0
54,89.4,4869.5,0.0,0.0,Low Risk,0
15,76.5,1155.6,0.0,0.0,Low Risk,0
9,24.6,190.1,0.0,0.0,Low Risk,0
50,105.05,5163.3,0.0,0.0,Low Risk,0
19,83.65,1465.75,83.65,1.0,High Risk,1
70,104.45,7349.35,0.0,0.0,Low Risk,0
72,106.85,7677.4,0.0,0.0,Low Risk,0
52,105.1,5376.4,0.0,0.0,Low Risk,0
15,46.3,639.45,0.0,0.0,Low Risk,0
72,76.8,5468.45,0.0,0.0,Low Risk,0
3,81.35,233.7,81.35,1.0,High Risk,1
58,99.15,5720.95,0.0,0.0,Low Risk,0
1,20.35,20.35,0.0,0.0,Low Risk,0
35,89.85,3161.2,0.0,0.0,Low Risk,0
50,84.4,4116.15,84.4,1.0,High Risk,1
41,19.75,899.45,0.0,0.0,Low Risk,0
72,64.45,4720.0,0.0,0.0,Low Risk,0
30,68.95,2038.7,0.0,0.0,Low Risk,0
2,24.4,36.55,24.4,1.0,High Risk,1
15,29.7,438.25,29.7,1.0,High Risk,1
37,58.75,2203.1,0.0,0.0,Low Risk,0
72,75.4,5480.25,0.0,0.0,Low Risk,0
72,25.0,1738.9,0.0,0.0,Low Risk,0
70,114.3,8244.3,0.0,0.0,Low Risk,0
1,19.65,19.65,19.65,1.0,High Risk,1
23,84.25,1968.1,0.0,0.0,Low Risk,0
8,74.6,548.9,0.0,0.0,Low Risk,0
2,46.0,84.5,46.0,1.0,High Risk,1
26,38.85,1025.15,0.0,0.0,Low Risk,0
52,19.65,928.4,0.0,0.0,Low Risk,0
23,34.6,813.45,0.0,0.0,Low Risk,0
15,99.1,1426.4,99.1,1.0,High Risk,1
40,50.15,2058.5,0.0,0.0,Low Risk,0
27,59.45,1611.65,0.0,0.0,Low Risk,0
37,19.5,805.2,0.0,0.0,Low Risk,0
45,112.2,5031.85,0.0,0.0,Low Risk,0
5,69.95,330.15,69.95,1.0,High Risk,1
71,23.85,1672.1,0.0,0.0,Low Risk,0
4,54.3,195.3,54.3,1.0,High Risk,1
38,20.2,746.05,0.0,0.0,Low Risk,0
3,55.9,157.55,0.0,0.0,Low Risk,0
17,19.15,343.45,0.0,0.0,Low Risk,0
70,90.15,6237.05,0.0,0.0,Low Risk,0
1,44.9,44.9,0.0,0.0,Low Risk,0
71,100.5,7030.65,0.0,0.0,Low Risk,0
37,91.15,3369.25,0.0,0.0,Low Risk,0
64,70.15,4480.7,0.0,0.0,Low Risk,0
37,90.0,3371.75,0.0,0.0,Low Risk,0
65,108.65,6937.95,108.65,1.0,High Risk,1
23,49.45,1119.35,0.0,0.0,Low Risk,0
22,79.2,1742.75,79.2,1.0,High Risk,1
26,60.7,1597.4,0.0,0.0,Low Risk,0
25,79.85,2015.35,79.85,1.0,High Risk,1
60,97.2,5611.75,0.0,0.0,Low Risk,0
1,95.6,95.6,95.6,1.0,High Risk,1
71,89.3,6388.65,0.0,0.0,Low Risk,0
27,85.25,2287.25,85.25,1.0,High Risk,1
3,89.45,240.45,89.45,1.0,High Risk,1
58,94.7,5430.35,0.0,0.0,Low Risk,0
14,75.35,1025.95,75.35,1.0,High Risk,1
71,70.85,4973.4,0.0,0.0,Low Risk,0
2,29.05,44.75,0.0,0.0,Low Risk,0
40,20.6,827.3,0.0,0.0,Low Risk,0
68,25.4,1620.2,0.0,0.0,Low Risk,0
57,101.3,5779.6,0.0,0.0,Low Risk,0
45,87.25,3941.7,87.25,1.0,High Risk,1
70,116.55,8152.3,0.0,0.0,Low Risk,0
68,107.7,7320.9,0.0,0.0,Low Risk,0
52,102.7,5138.1,0.0,0.0,Low Risk,0
72,115.15,8349.7,0.0,0.0,Low Risk,0
24,76.1,1712.7,76.1,1.0,High Risk,1
67,60.4,3953.7,0.0,0.0,Low Risk,0
68,64.35,4539.6,0.0,0.0,Low Risk,0
23,19.6,426.65,0.0,0.0,Low Risk,0
71,49.35,3515.25,49.35,1.0,High Risk,1
1,24.4,24.4,0.0,0.0,Low Risk,0
71,20.5,1500.95,0.0,0.0,Low Risk,0
69,110.55,7610.1,0.0,0.0,Low Risk,0
40,99.2,4062.2,99.2,1.0,High Risk,1
18,84.95,1443.65,0.0,0.0,Low Risk,0
22,94.65,2104.55,94.65,1.0,High Risk,1
69,39.1,2779.5,0.0,0.0,Low Risk,0
62,84.45,4959.15,0.0,0.0,Low Risk,0
56,19.7,1051.9,0.0,0.0,Low Risk,0
7,19.9,173.15,0.0,0.0,Low Risk,0
1,18.9,18.9,0.0,0.0,Low Risk,0
6,19.55,122.9,0.0,0.0,Low Risk,0
2,85.65,181.5,85.65,1.0,High Risk,1
16,54.55,825.1,0.0,0.0,Low Risk,0
2,19.85,51.6,0.0,0.0,Low Risk,0
72,86.4,6058.95,0.0,0.0,Low Risk,0
7,34.65,246.6,0.0,0.0,Low Risk,0
19,24.85,434.8,0.0,0.0,Low Risk,0
14,78.1,1122.4,0.0,0.0,Low Risk,0
64,105.65,6903.1,105.65,1.0,High Risk,1
25,78.35,1837.9,0.0,0.0,Low Risk,0
70,85.95,5931.75,0.0,0.0,Low Risk,0
66,19.35,1240.8,0.0,0.0,Low Risk,0
1,71.65,71.65,71.65,1.0,High Risk,1
53,91.15,4862.5,0.0,0.0,Low Risk,0
6,56.25,389.1,56.25,1.0,High Risk,1
59,95.8,5655.45,0.0,0.0,Low Risk,0
31,78.45,2435.15,78.45,1.0,High Risk,1
3,74.4,229.55,74.4,1.0,High Risk,1
15,69.0,994.8,69.0,1.0,High Risk,1
48,106.1,5082.8,106.1,1.0,High Risk,1
2,56.7,113.55,56.7,1.0,High Risk,1
70,102.95,7101.5,102.95,1.0,High Risk,1
2,91.4,193.6,91.4,1.0,High Risk,1
47,110.85,5275.8,110.85,1.0,High Risk,1
24,21.05,531.55,0.0,0.0,Low Risk,0
31,93.8,2939.8,0.0,0.0,Low Risk,0
54,111.1,6014.85,111.1,1.0,High Risk,1
1,55.05,55.05,0.0,0.0,Low Risk,0
12,33.15,444.75,0.0,0.0,Low Risk,0
2,18.75,53.15,0.0,0.0,Low Risk,0
48,70.55,3420.5,0.0,0.0,Low Risk,0
1,74.45,74.45,74.45,1.0,High Risk,1
71,65.15,4681.75,0.0,0.0,Low Risk,0
1,19.85,19.85,19.85,1.0,High Risk,1
56,24.8,1424.2,0.0,0.0,Low Risk,0
2,20.05,33.7,0.0,0.0,Low Risk,0
66,80.55,5265.1,80.55,1.0,High Risk,1
50,20.35,938.95,0.0,0.0,Low Risk,0
63,89.6,5538.8,0.0,0.0,Low Risk,0
1,45.05,45.05,45.05,1.0,High Risk,1
6,49.25,255.6,0.0,0.0,Low Risk,0
5,50.55,244.75,0.0,0.0,Low Risk,0
35,72.25,2568.55,72.25,1.0,High Risk,1
71,118.65,8477.6,0.0,0.0,Low Risk,0
42,66.5,2762.75,0.0,0.0,Low Risk,0
64,19.45,1208.6,0.0,0.0,Low Risk,0
1,49.8,49.8,0.0,0.0,Low Risk,0
1,69.85,69.85,69.85,1.0,High Risk,1
69,107.2,7317.1,0.0,0.0,Low Risk,0
33,93.35,3092.0,0.0,0.0,Low Risk,0
20,20.0,417.65,0.0,0.0,Low Risk,0
13,24.5,343.6,0.0,0.0,Low Risk,0
28,56.05,1522.65,0.0,0.0,Low Risk,0
72,80.85,5824.75,0.0,0.0,Low Risk,0
9,70.5,597.9,0.0,0.0,Low Risk,0
72,107.5,7853.7,0.0,0.0,Low Risk,0
52,59.85,3103.25,0.0,0.0,Low Risk,0
34,60.85,2003.6,0.0,0.0,Low Risk,0
71,100.2,7209.0,0.0,0.0,Low Risk,0
6,19.65,116.85,0.0,0.0,Low Risk,0
31,64.0,1910.75,0.0,0.0,Low Risk,0
1,90.6,90.6,90.6,1.0,High Risk,1
49,25.25,1211.65,0.0,0.0,Low Risk,0
27,20.25,538.2,0.0,0.0,Low Risk,0
53,93.45,4872.2,0.0,0.0,Low Risk,0
35,100.5,3653.35,100.5,1.0,High Risk,1
2,95.65,167.3,95.65,1.0,High Risk,1
46,43.95,2007.85,0.0,0.0,Low Risk,0
35,19.25,617.65,0.0,0.0,Low Risk,0
9,73.8,704.3,0.0,0.0,Low Risk,0
64,104.4,6692.65,0.0,0.0,Low Risk,0
13,79.25,1111.65,79.25,1.0,High Risk,1
55,81.55,4509.5,0.0,0.0,Low Risk,0
51,93.8,4539.35,0.0,0.0,Low Risk,0
5,24.3,132.25,0.0,0.0,Low Risk,0
20,70.45,1470.95,70.45,1.0,High Risk,1
23,25.6,514.75,0.0,0.0,Low Risk,0
61,99.0,5969.3,0.0,0.0,Low Risk,0
54,69.95,3871.85,0.0,0.0,Low Risk,0
15,76.0,1130.85,76.0,1.0,High Risk,1
64,24.9,1595.5,0.0,0.0,Low Risk,0
18,64.8,1166.7,0.0,0.0,Low Risk,0
52,103.05,5364.8,0.0,0.0,Low Risk,0
17,20.1,279.5,0.0,0.0,Low Risk,0
27,19.9,550.1,0.0,0.0,Low Risk,0
58,110.65,6526.65,0.0,0.0,Low Risk,0
68,109.05,7508.55,0.0,0.0,Low Risk,0
1,19.2,19.2,0.0,0.0,Low Risk,0
55,66.05,3462.1,0.0,0.0,Low Risk,0
1,45.3,45.3,0.0,0.0,Low Risk,0
72,84.4,6096.45,0.0,0.0,Low Risk,0
6,45.0,298.7,0.0,0.0,Low Risk,0
60,99.8,5985.75,0.0,0.0,Low Risk,0
61,106.0,6547.7,106.0,1.0,High Risk,1
2,20.65,38.7,20.65,1.0,High Risk,1
63,71.5,4576.3,0.0,0.0,Low Risk,0
17,83.55,1329.15,0.0,0.0,Low Risk,0
58,98.7,5812.6,98.7,1.0,High Risk,1
26,49.5,1265.65,0.0,0.0,Low Risk,0
53,48.7,2495.2,0.0,0.0,Low Risk,0
25,19.2,532.1,0.0,0.0,Low Risk,0
1,82.3,82.3,82.3,1.0,High Risk,1
24,21.1,490.65,0.0,0.0,Low Risk,0
2,69.0,147.8,0.0,0.0,Low Risk,0
1,19.55,19.55,19.55,1.0,High Risk,1
67,75.1,5064.45,0.0,0.0,Low Risk,0
17,54.6,934.8,0.0,0.0,Low Risk,0
11,70.2,760.05,0.0,0.0,Low Risk,0
51,24.75,1234.6,0.0,0.0,Low Risk,0
3,69.85,199.85,0.0,0.0,Low Risk,0
1,79.2,79.2,79.2,1.0,High Risk,1
1,69.65,69.65,69.65,1.0,High Risk,1
72,84.1,6129.65,0.0,0.0,Low Risk,0
19,65.35,1231.85,0.0,0.0,Low Risk,0
65,25.75,1654.75,0.0,0.0,Low Risk,0
45,100.3,4483.95,0.0,0.0,Low Risk,0
5,89.15,413.25,0.0,0.0,Low Risk,0
56,44.85,2564.95,0.0,0.0,Low Risk,0
4,74.45,294.45,0.0,0.0,Low Risk,0
64,86.4,5442.05,0.0,0.0,Low Risk,0
41,19.7,804.25,0.0,0.0,Low Risk,0
35,60.55,1982.6,0.0,0.0,Low Risk,0
1,25.2,25.2,25.2,1.0,High Risk,1
3,79.4,205.05,79.4,1.0,High Risk,1
61,25.0,1501.75,0.0,0.0,Low Risk,0
1,73.65,73.65,73.65,1.0,High Risk,1
35,55.6,2016.45,0.0,0.0,Low Risk,0
69,113.25,7895.15,0.0,0.0,Low Risk,0
64,68.3,4378.8,0.0,0.0,Low Risk,0
51,110.05,5686.4,0.0,0.0,Low Risk,0
17,19.9,329.75,0.0,0.0,Low Risk,0
69,43.95,2960.1,0.0,0.0,Low Risk,0
1,31.35,31.35,31.35,1.0,High Risk,1
